no	ilk_gecis_dosya	ilk_gecis_satir	toplam_gecis	baglam	tarih_ipucu	supersede_sinyali	uygulanmama_sinyali	karar_adayi	notes_gecis
48	ocak-kronoloji.md	70	2	**KARAR 24:** Domain Stratejisi (Bölüm A.1) — Güncellenmiş: KARAR 48	## Sohbet #3 (13 Şubat 2026 — Üçüncü Oturum)	0	0	0	0
49	ocak-kronoloji.md	81	3	- **KARAR 32:** Güncellenmiş Tohumlama Takvimi (ORİJİNAL — KARAR 49 ile yeniden kalibre edildi)	## Sohbet #4 (13 Şubat 2026 — Dördüncü Oturum)	0	0	0	0
50	ocak-kronoloji.md	82	7	RAR 33:** Web Sitesi — Platform (Sohbet #7'de güncellendi → KARAR 50)	## Sohbet #4 (13 Şubat 2026 — Dördüncü Oturum)	0	0	0	2
51	ocak-kronoloji.md	109	2	- **KARAR 51:** URL Yapısı — Türkçe Karaktersiz, Lowercase (Bölüm A.15)	## Sohbet #7 (18 Mayıs 2026 — Yedinci Oturum)	0	0	0	0
52	ocak-kronoloji.md	110	3	- **KARAR 52:** Çalışma Düzeni — Her Sayfa Ayrı Sohbet (Bölüm A.15)	## Sohbet #7 (18 Mayıs 2026 — Yedinci Oturum)	0	0	0	0
53	ocak-kronoloji.md	111	1	- **KARAR 53:** Faz Ayrımı Yok (Bölüm A.15)	## Sohbet #7 (18 Mayıs 2026 — Yedinci Oturum)	0	0	0	0
54	ocak-kronoloji.md	112	2	- **KARAR 54:** Master Metin İki Yerde (Bölüm A.15)	## Sohbet #7 (18 Mayıs 2026 — Yedinci Oturum)	0	0	0	0
55	ocak-kronoloji.md	113	4	- **KARAR 55:** /advaita Sesi — OCAK Anlatımı (Bölüm A.2, Bölüm A.15)	## Sohbet #7 (18 Mayıs 2026 — Yedinci Oturum)	0	0	0	0
56	ocak-kronoloji.md	117	4	- **KARAR 56:** Otomasyon Mimarisi (Bölüm A.18)	## Sohbet #8 (18 Mayıs 2026 — Sekizinci Oturum)	0	0	0	0
57	ocak-kronoloji.md	118	7	- **KARAR 57:** Kayıt ve Veri Etik Çerçevesi (Bölüm A.19)	## Sohbet #8 (18 Mayıs 2026 — Sekizinci Oturum)	0	0	0	1
58	ocak-kronoloji.md	119	2	- **KARAR 58:** Çalışma Sıralaması — İçerik → Site → Altyapı (Bölüm A.23)	## Sohbet #8 (18 Mayıs 2026 — Sekizinci Oturum)	0	0	0	0
59	ocak-kronoloji.md	123	2	- **KARAR 59:** Reklam ve Analytics Altyapısı (Bölüm A.20)	## Sohbet #9 (18 Mayıs 2026 — Dokuzuncu Oturum)	0	0	0	0
60	ocak-kronoloji.md	124	3	- **KARAR 60:** Seans Arşivi Mimarisi (Bölüm A.21)	## Sohbet #9 (18 Mayıs 2026 — Dokuzuncu Oturum)	0	0	0	0
61	ocak-kronoloji.md	10	25	ik birebir korundu, tek karakter kırpılmadı (KIRPMA YASAĞI, KARAR 61/88).		0	0	0	3
62				DIZI-BOSLUGU		0	0	0	0
63	ocak-kronoloji.md	2264	1	- Şemsiye sayfa, kart yapısı (KARAR 63). İki ana kart: Advaita ve Ekip.	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
64				DIZI-BOSLUGU		0	0	0	0
65	ocak-kronoloji.md	2302	1	- KÖZ'ün kavramsız geçtiği paragraf (KARAR 65) italik, vurgu yok, zorlama yok.	## Sohbet #31 (27 Mayıs 2026 — Otuz Birinci Oturum, Brief G.1-G.4)	0	0	0	0
66				DIZI-BOSLUGU		0	0	0	0
67				DIZI-BOSLUGU		0	0	0	0
68				DIZI-BOSLUGU		0	0	0	0
69	ocak-kronoloji.md	134	1	- **KARAR 69:** 3. Tur Metinler Onaylandı (/felsefe · /araclar · /sen-neredesin)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
70	ocak-kronoloji.md	135	2	- **KARAR 70:** Tasarım Notları Sade Tutulur (Bölüm A.15)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
71	ocak-kronoloji.md	136	1	- **KARAR 71:** 4. Tur Metinler Onaylandı (/seremoni · /workshop v2 · /istanbul · /mini-retreat)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
72	ocak-kronoloji.md	137	1	- **KARAR 72:** Çember Sayfası v2 — Yıllık Döngü	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
73	ocak-kronoloji.md	138	3	- **KARAR 73:** Çember Döngüsü Database (Bölüm A.22)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
74	ocak-kronoloji.md	139	2	- **KARAR 74:** Workshop Şablonları Database (Bölüm A.22)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
75	ocak-kronoloji.md	140	2	- **KARAR 75:** Etkinlikler Database Genişletildi (Bölüm A.22)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
76	ocak-kronoloji.md	141	7	- **KARAR 76:** Kayıtlar Database (Bölüm A.22)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
77	ocak-kronoloji.md	142	2	- **KARAR 77:** Etkinlikler 9 View Yapısı (Bölüm A.22)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
78	ocak-kronoloji.md	143	2	- **KARAR 78:** Yaz Gündönümü — İki Ayrı Buluşma (Bölüm A.13)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
79	ocak-kronoloji.md	144	2	- **KARAR 79:** Ritüel Tasarımı — İlk Workshop (Bölüm A.13)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
80	ocak-kronoloji.md	145	1	- **KARAR 80:** Workshop Şablonu Property — Two-Way Relation	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
81	ocak-kronoloji.md	146	1	- **KARAR 81:** Veri Girişi İçin Tüm Alanlar View'ı	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
82	ocak-kronoloji.md	147	2	- **KARAR 82:** Notion Operasyonu — Pratik Prensipler (Bölüm A.22)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
83	ocak-kronoloji.md	148	2	- **KARAR 83:** Buluşmalar Odası Tamamlandı (Bölüm A.15)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
84	ocak-kronoloji.md	149	2	- **KARAR 84:** Açık Kapı Ücreti Geçici Boş (PARK EDİLDİ) (Bölüm A.9)	## Sohbet #11 (19 Mayıs 2026 — On Birinci Oturum)	0	0	0	0
85	ocak-kronoloji.md	153	2	- **KARAR 85:** 5. Tur Metinler Onaylandı (/takvim v2 · /yolculuk v2 · /anadolu v3) (Bölüm A.15)	## Sohbet #12 (20 Mayıs 2026 — On İkinci Oturum)	0	0	0	0
86	ocak-kronoloji.md	154	6	- **KARAR 86:** Köz Kelimesi Site Dilinde Yok (Bölüm A.1, Bölüm A.15)	## Sohbet #12 (20 Mayıs 2026 — On İkinci Oturum)	0	0	0	1
87	ocak-kronoloji.md	155	40	- **KARAR 87:** "Bir Sonraki [X]" Callout Pattern'ı (Bölüm A.15)	## Sohbet #12 (20 Mayıs 2026 — On İkinci Oturum)	0	0	0	8
88	ocak-kronoloji.md	161	8	- **KARAR 88:** Çekirdek + Arşiv İkili Yapısı + Sohbet Sonu Tam Dosya Değişim Modu (Bölüm A.23)	## Sohbet #13 (21 Mayıs 2026 — On Üçüncü Oturum)	0	0	0	5
89	ocak-kronoloji.md	167	7	- **KARAR 89:** Kaan'ın Sahnedeki Görünmezliği — Site sayfalarında görünmüyor (Bölüm A.11)	## Sohbet #14 (21 Mayıs 2026 — On Dördüncü Oturum)	0	0	0	0
90	ocak-kronoloji.md	168	12	- **KARAR 90:** 6. + 7. Tur Metinler Onaylandı — /advaita · /ekip · /iletisim (Bölüm A.15)	## Sohbet #14 (21 Mayıs 2026 — On Dördüncü Oturum)	0	0	0	0
91	ocak-kronoloji.md	169	6	- **KARAR 91:** /advaita Meta Cümlesi — "Ateşi ilk yakan. Tek taşıyıcı değil." (Bölüm A.2)	## Sohbet #14 (21 Mayıs 2026 — On Dördüncü Oturum)	0	0	0	1
92	ocak-kronoloji.md	170	12	- **KARAR 92:** Section Etiketi Retrofit Turu — #20 öncesi tüm sayfalarda standartlaştırma (Bölüm A.15)	## Sohbet #14 (21 Mayıs 2026 — On Dördüncü Oturum)	0	0	0	2
93	ocak-kronoloji.md	176	16	- **KARAR 93:** Section Etiketi Retrofit Tamamlandı — 13 sayfa retrofit edildi, standart sabitlendi (Bölüm A.15)	## Sohbet #15 (21 Mayıs 2026 — On Beşinci Oturum)	1	0	0	1
94	ocak-kronoloji.md	177	2	- **KARAR 94:** Site Mimarisi Düzeltmesi — /katmanlar çıktı, /biz "Biz" odasının şemsiyesi olarak hizalandı (Bölüm A.15)	## Sohbet #15 (21 Mayıs 2026 — On Beşinci Oturum)	0	0	0	0
95	ocak-kronoloji.md	178	1	- **KARAR 95:** Notion'a Yükleme Yöntemi — Markdown frontmatter property olmadığı için CSV (metadata) + temiz md (içerik) ayrımı (Bölüm A.22)	## Sohbet #15 (21 Mayıs 2026 — On Beşinci Oturum)	0	0	0	0
96	ocak-kronoloji.md	184	18	- **KARAR 96:** Site Mimarisi — Astro SSG + Notion Canlı Binding (Bölüm A.24)	## Sohbet #16 (21 Mayıs 2026 — On Altıncı Oturum)	1	0	0	6
97	ocak-kronoloji.md	185	12	- **KARAR 97:** Notion Internal Integration "Ocak Site" Kuruldu (Bölüm A.22)	## Sohbet #16 (21 Mayıs 2026 — On Altıncı Oturum)	1	0	0	1
98	ocak-kronoloji.md	186	6	- **KARAR 98:** Mevcut Kod Snapshot + Repo Adı Düzeltmesi + admin.html İptal (Bölüm A.24)	## Sohbet #16 (21 Mayıs 2026 — On Altıncı Oturum)	1	0	0	0
99	ocak-kronoloji.md	192	25	- **KARAR 99:** Astro İskelet Teslimi — 22 dosyalık başlangıç paketi (Bölüm A.24)	## Sohbet #17 (21 Mayıs 2026 — On Yedinci Oturum)	1	0	0	3
100	ocak-kronoloji.md	193	24	- **KARAR 100:** Repo Public + Astro Sohbet Dizisi İş Bölüşümü — Claude.ai / Claude Code / Cowork (Bölüm A.24)	## Sohbet #17 (21 Mayıs 2026 — On Yedinci Oturum)	0	0	0	0
101	ocak-kronoloji.md	201	14	- **KARAR 101:** Repo-içi operasyonel hafıza (`.claude/notes.md`) + token rotation ritmi (Bölüm A.24)	## Sohbet #18 (21 Mayıs 2026 — On Sekizinci Oturum, Gece)	0	1	0	3
102	ocak-kronoloji.md	207	174	- **KARAR 102:** #21 Section Components — Plugin İşi Tamamlandı (Bölüm A.24)	## Sohbet #19 (22 Mayıs 2026 — On Dokuzuncu Oturum)	0	1	0	19
103	ocak-kronoloji.md	208	9	- **KARAR 103:** Brief Yapıştırma Disiplini — Uzun brief'ler parçalı veya dosya yöntemiyle (Bölüm A.23)	## Sohbet #19 (22 Mayıs 2026 — On Dokuzuncu Oturum)	0	0	0	0
104	ocak-kronoloji.md	209	43	- **KARAR 104:** İleri İş Bırakma Yasağı — 10-15 dk içinde çözülen konular sonraya bırakılmaz (Bölüm A.23)	## Sohbet #19 (22 Mayıs 2026 — On Dokuzuncu Oturum)	1	0	0	8
105	ocak-kronoloji.md	217	39	- **KARAR 105:** #21 Section Components TAM Tamam — 5 Brief, 5 component, atmosfer legacy verbatim, `:global()` hibrit (Bölüm A.24)	## Sohbet #20 (22 Mayıs 2026 — Yirminci Oturum, Akşam)	0	0	0	5
106	ocak-kronoloji.md	236	11	- **KARAR 106:** #22 Brief 1 — Notion Keşif + Şema Sapma Raporu (Bölüm A.24)	## Sohbet #21 (22 Mayıs 2026 — Yirmi Birinci Oturum, #22 Content Collections + Notion Binding)	0	0	0	0
107	ocak-kronoloji.md	237	6	- **KARAR 107:** #22 Brief 2-3 — Sayfalar + Etkinlikler Content Layer Loader'ları (Bölüm A.24)	## Sohbet #21 (22 Mayıs 2026 — Yirmi Birinci Oturum, #22 Content Collections + Notion Binding)	0	0	0	0
108	ocak-kronoloji.md	238	24	- **KARAR 108:** #22 Brief 4 — Plugin Overline + Normalizer Borç Temizliği (Bölüm A.24)	## Sohbet #21 (22 Mayıs 2026 — Yirmi Birinci Oturum, #22 Content Collections + Notion Binding)	0	0	0	2
109	ocak-kronoloji.md	239	25	- **KARAR 109:** #22 Brief 5 — SonrakiBulusma + SSS Canlı Binding (Bölüm A.24)	## Sohbet #21 (22 Mayıs 2026 — Yirmi Birinci Oturum, #22 Content Collections + Notion Binding)	0	0	0	2
110	ocak-kronoloji.md	240	15	- **KARAR 110:** #22 Brief 6 — Notion Webhook (Yayınla Checkbox) + #22 Kapanış (Bölüm A.24)	## Sohbet #21 (22 Mayıs 2026 — Yirmi Birinci Oturum, #22 Content Collections + Notion Binding)	0	0	0	3
111	ocak-kronoloji.md	241	11	- **KARAR 111:** Sayfa Yazım Rehberi — `docs/sayfa-yazim-rehberi.md` (Bölüm A.24)	## Sohbet #21 (22 Mayıs 2026 — Yirmi Birinci Oturum, #22 Content Collections + Notion Binding)	0	0	0	0
112	ocak-kronoloji.md	260	11	- **KARAR 112:** #23 Brief 1 — Pipeline Kurulumu (Dinamik Route + Plugin Render) (Bölüm A.24)	## Sohbet #22 (23 Mayıs 2026 — Yirmi İkinci Oturum, #23 Sayfa Migration ilk dalga)	1	0	0	0
113	ocak-kronoloji.md	261	17	- **KARAR 113:** #23 Brief 2 — Atmosfer CSS Global Migration (Bölüm A.24)	## Sohbet #22 (23 Mayıs 2026 — Yirmi İkinci Oturum, #23 Sayfa Migration ilk dalga)	0	0	0	3
114	ocak-kronoloji.md	5	17	anifesto dar-emit id, glow 1100×1150 + H-agnostic −172.5px (KARAR 114 stop verbatim, kısmi supersede), scroll indicator pulse→akış hero dibinde, dip çizgisi plugin emit + atmosfer tek kural 15 sayfa / 12 sayfa		1	0	0	0
115	ocak-kronoloji.md	263	22	- **KARAR 115:** #23 Brief 3 — Ana Sayfa Override + Form + SonrakiBulusma + Apps Script Proxy (Bölüm A.24)	## Sohbet #22 (23 Mayıs 2026 — Yirmi İkinci Oturum, #23 Sayfa Migration ilk dalga)	1	0	0	8
116	ocak-kronoloji.md	282	55	- **KARAR 116:** #24 QA Pass + Prose Tipografi Sistematik Fix — 4 Brief, 8 commit, 10 sistematik fix, generic prose pattern baseline (Bölüm A.24)	## Sohbet #23 (24 Mayıs 2026 — Yirmi Üçüncü Oturum, #24 QA Pass + Prose Tipografi)	1	0	0	9
117	ocak-kronoloji.md	283	42	- **KARAR 117:** Lansman Sonrası Operasyonel + Gelir Genişlemesi — Notion CMS deneyim 3 katman + çok-format kayıt + ödeme + donate + askıda eğitim modeli	## Sohbet #23 (24 Mayıs 2026 — Yirmi Üçüncü Oturum, #24 QA Pass + Prose Tipografi)	0	0	0	3
118	ocak-kronoloji.md	306	45	Mayıs 2026 — Yirmi Dördüncü Oturum, #25 Brief A QA Polish + KARAR 118)	## Sohbet #24 (24 Mayıs 2026 — Yirmi Dördüncü Oturum, #25 Brief A QA Polish + KARAR 118)	0	0	0	3
119	ocak-kronoloji.md	335	38	### #25 Brief B-E Sayfa Migration + KARAR 119	## Sohbet #24 (24 Mayıs 2026 — Yirmi Dördüncü Oturum, #25 Brief A QA Polish + KARAR 118)	0	0	0	6
120	ocak-kronoloji.md	461	11	- **KARAR 120:** #26 Ara Brief İkilisi — Brief 0 Manifesto Strong Hierarchy + Brief F Notion Internal Link Normalize (Bölüm A.24, Brief 0 + F)	## Sohbet #26 (24 Mayıs 2026 — Yirmi Altıncı Oturum, Brief 0 + F + G + H)	0	0	0	2
121	ocak-kronoloji.md	462	12	- **KARAR 121:** #26 Brief G — Buluşmalar Derinleşmesi 4 Sayfa Page-Level Migration + SonrakiBulusma Kategori Prop + AtesMektuplariCTA (Bölüm A.24, Brief	## Sohbet #26 (24 Mayıs 2026 — Yirmi Altıncı Oturum, Brief 0 + F + G + H)	0	0	0	0
122	ocak-kronoloji.md	463	8	- **KARAR 122:** #26 Brief H — /takvim Etkinlikler Liste Sayfası Ay-Ay Timeline + EtkinlikTakvimi Component + 3 Helper (Bölüm A.24, Brief H)	## Sohbet #26 (24 Mayıs 2026 — Yirmi Altıncı Oturum, Brief 0 + F + G + H)	0	0	0	0
123	ocak-kronoloji.md	627	22	27 (24 Mayıs 2026 — Yirmi Yedinci Oturum, Brief A + B + C + KARAR 123-124)	## Sohbet #27 (24 Mayıs 2026 — Yirmi Yedinci Oturum, Brief A + B + C + KARAR 123-124)	1	0	0	2
124	ocak-kronoloji.md	630	31	- **KARAR 124:** #27 Yolculuk + Biz + İletişim Odaları Migration — Brief A sıfır kod / Brief B atmosfer table family / Brief C /iletisim page override +	## Sohbet #27 (24 Mayıs 2026 — Yirmi Yedinci Oturum, Brief A + B + C + KARAR 123-124)	0	0	0	1
125	ocak-kronoloji.md	841	34	- **KARAR 125:** Başvuru Altyapısı + Form Temizliği TAM tasarım — /anadolu/basvuru ayrı route + Notion Başvurular DB + 4 form Notion paralel yazma + form	## Sohbet #28 (25 Mayıs 2026 — Yirmi Sekizinci Oturum, #28 Başvuru Altyapısı + Form Temizliği)	1	0	0	0
126	ocak-kronoloji.md	1113	41	- **KARAR 126:** form-anchor registry pattern + 2 yeni kanonik section (mini-cta + buyuk-vurgu) + İletişimForm component + Sohbet B bölüşümü + Adım 0 env	## Sohbet #29 prep (26 Mayıs 2026 — Yirmi Dokuzuncu Oturum Öncesi Planlama)	0	0	0	0
127	ocak-kronoloji.md	1425	17	- **KARAR 127:** Brief F.5 push TAM + Brief F yarım kaldı + Açık Kapı Notion bind anlık fix (Bölüm A.30)	## Sohbet #30 öncesi — Sohbet B 1. ayak (26 Mayıs 2026 — Yirmi Dokuzuncu Oturum, Brief F.5 + Brief F yarım)	0	0	0	5
